,id,name,country,country_code,abbreviation,week,Year
452,sr:competitor:341218,"Colson, Tibo",Belgium,BEL,COL,32,2026
453,sr:competitor:603420,"Martin, Andres",USA,USA,MAR,32,2026
454,sr:competitor:440160,"Moroni, Filippo",Italy,ITA,MOR,32,2026
455,sr:competitor:844730,"Estevez, Juan",Argentina,ARG,EST,32,2026
456,sr:competitor:245343,"Zhu, Michael",USA,USA,ZHU,32,2026
457,sr:competitor:1027521,"de Lange, Pieter",Netherlands,NLD,DE,32,2026
458,sr:competitor:359608,"Maestrelli, Francesco",Italy,ITA,MAE,32,2026
459,sr:competitor:117866,"Mukund, Sasikumar",India,IND,MUK,32,2026
460,sr:competitor:844726,"Bozemoj, Brian",Netherlands,NLD,BOZ,32,2026
461,sr:competitor:641794,"Bouchelaghem, Cesar",France,FRA,BOU,32,2026
462,sr:competitor:457059,"Montes-de la Torre, Inaki",Spain,ESP,MON,32,2026
463,sr:competitor:373852,"Zink, Tyler",USA,USA,ZIN,32,2026
464,sr:competitor:783794,"Singh, Karan (IND)",India,IND,SIN,32,2026
465,sr:competitor:101157,"Rybakov, Alex",USA,USA,RYB,32,2026
